22,22
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,200,0,0,0,0,0,0,1,0,0,0,1,0,0,203,0,1,1,1
1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1,1,1,0,1,0,0,300,1,0,1,0,202,0,1,0,1,0,0,1,1,1
1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1
1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1
1,1,1,1,1,1,1,0,1,0,1,0,305,0,0,0,0,0,0,1,1,1
1,1,1,0,202,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
1,1,1,0,0,0,0,1,0,0,1,0,301,0,1,0,0,0,0,1,1,1
1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1
1,1,1,0,0,1,0,1,0,0,0,0,203,0,1,101,0,0,0,1,1,1
1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
1,1,1,0,100,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1
1,1,1,0,0,0,0,0,1,0,0,203,0,0,0,0,0,1,201,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
