22,22
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,200,0,0,0,0,302,0,0,0,0,1,0,0,0,0,103,1,1,1
1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
1,1,1,0,0,0,0,0,0,1,204,1,0,1,0,0,0,0,0,1,1,1
1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1
1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1
1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1
1,1,1,203,0,0,0,0,0,1,0,0,0,304,0,0,0,1,0,1,1,1
1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1
1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1
1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1
1,1,1,0,0,1,0,204,0,0,0,1,0,0,0,0,0,1,0,1,1,1
1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,305,0,0,1,1,1
1,1,1,102,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1
1,1,1,0,0,0,0,0,0,0,0,204,0,0,1,0,0,0,201,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
