22,22
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,200,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1
1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1
1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1
1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1
1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1
1,1,1,1,1,1,1,0,1,0,1,0,305,0,0,0,0,0,0,1,1,1
1,1,1,0,202,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1
1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1
1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1
1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,201,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-842150451,-842150451,-842150451,-842150451,-842150451,-842150451,-842150451,-842150451,-842150451,-842150451,-842150451,-842150451,-842150451,-842150451,-842150451,-842150451,-842150451,-842150451,-842150451,-842150451,-842150451,-842150451
